date,test,prediction
2018-08-17,-1.0,0.013441642269151424
2018-08-18,5.0,-0.01283708564377884
2018-08-19,-3.0,0.01225971979658376
2018-08-20,13.0,-0.011708321784359764
2018-08-21,7.0,0.011181723667478341
2018-08-22,-17.0,-0.010678810036026207
2018-08-23,-4.0,0.010198515647208011
2018-08-24,-4.0,-0.009739823169010196
2018-08-25,-6.0,0.009301761025346685
2018-08-26,5.0,-0.008883401338122186
2018-08-27,6.0,0.008483857961854033
2018-08-28,3.0,-0.008102284606689703
2018-08-29,1.0,0.007737873045844184
2018-08-30,-3.0,-0.0073898514036604005
2018-08-31,-11.0,0.007057482520666475
2018-09-01,4.0,-0.006740062392166842
2018-09-02,-5.0,0.006436918677059901
2018-09-03,6.0,-0.00614740927372367
2018-09-04,5.0,0.00587092095995298
2018-09-05,-4.0,-0.005606868094067387
2018-09-06,14.0,0.005354691374438575
2018-09-07,-17.0,-0.0051138566548097324
2018-09-08,18.0,0.004883853812897613
2018-09-09,4.0,-0.004664195669880776
2018-09-10,9.0,0.0044544169584853745
2018-09-11,-8.0,-0.0042540733374827056
2018-09-12,-5.0,0.00406274045051112
2018-09-13,-11.0,-0.0038800130272287304
2018-09-14,-7.0,0.0037055040248930244
2018-09-15,10.0,-0.0035388438085491416
2018-09-16,0.0,0.0033796793680903195
2018-09-17,9.0,-0.003227673570532145
2018-09-18,2.0,0.0030825044459168102
2018-09-19,-10.0,-0.002943864505334825
2018-09-20,12.0,0.002811460089619653
2018-09-21,-22.0,-0.0026850107473357157
2018-09-22,10.0,0.0025642486407422573
2018-09-23,0.0,-0.002448917978474808
2018-09-24,26.0,0.0023387744737425956
2018-09-25,12.0,-0.0022335848268942846
2018-09-26,-17.0,0.0021331262312560403
2018-09-27,-15.0,-0.002037185901195218
2018-09-28,-5.0,0.001945560621410046
2018-09-29,-15.0,-0.001858056316490637
2018-09-30,25.0,0.0017744876398395873
2018-10-01,9.0,-0.0016946775810814541
2018-10-02,19.0,0.0016184570911295325
2018-10-03,-10.0,-0.001545664724115783
2018-10-04,-13.0,0.001476146295425456
2018-10-05,-22.0,-0.0014097545551120909
2018-10-06,5.0,0.001346348876001126
2018-10-07,5.0,-0.0012857949558214904
2018-10-08,13.0,0.0012279645327342372
2018-10-09,-13.0,-0.0011727351136556785
2018-10-10,-2.0,0.0011199897147995631
2018-10-11,22.0,-0.0010696166138887343
2018-10-12,-6.0,0.0010215091135114126
2018-10-13,149.0,-0.0009755653151208618
2018-10-14,99.0,0.0009316879031997332
2018-10-15,-125.0,-0.0008897839391319222
2018-10-16,261.0,0.0008497646643453242
2018-10-17,143.0,-0.0008115453123085207
2018-10-18,296.0,0.0007750449289831763
2018-10-19,-460.0,-0.0007401862013518402
2018-10-20,-173.0,0.0007068952936579494
2018-10-21,243.0,-0.0006751016910111658
2018-10-22,33.0,0.0006447380500267817
2018-10-23,-227.0,-0.0006157400561828272
2018-10-24,116.0,0.0005880462875927399
2018-10-25,52.0,-0.0005615980849050495
2018-10-26,-20.0,0.0005363394270545057
2018-10-27,-68.0,-0.0005122168126014722
2018-10-28,-126.0,0.0004891791464082477
2018-10-29,29.0,-0.0004671776314122768
2018-10-30,16.0,0.0004461656652670125
2018-10-31,-120.0,-0.0004260987416314999
2018-11-01,-69.0,0.0004069343558995988
2018-11-02,-46.0,-0.0003886319151691657
2018-11-03,75.0,0.00037115265226049824
2018-11-04,90.0,-0.00035445954360191934
2018-11-05,52.0,0.00033851723080857265
2018-11-06,-82.0,-0.00032329194578832024
2018-11-07,-9.0,0.0003087514392161079
2018-11-08,119.0,-0.0002948649122252953
2018-11-09,56.0,0.0002816029511712639
2018-11-10,63.0,-0.000268937465329123
2018-11-11,-23.0,0.000256841627393548
2018-11-12,47.0,-0.0002452898166547216
2018-11-13,-97.0,0.00023425756473001685
2018-11-14,290.0,-0.0002237215037364728
2018-11-15,50.0,0.000213659316794286
2018-11-16,-129.0,-0.00020404969075647593
2018-11-17,-212.0,0.00019487227106460058
2018-11-18,6.0,-0.00018610761863489833
2018-11-19,-58.0,0.00017773716868353645
2018-11-20,43.0,-0.00016974319140375128
2018-11-21,163.0,0.00016210875441158878
2018-11-22,438.0,-0.00015481768688070067
2018-11-23,115.0,0.00014785454529022785
2018-11-24,-549.0,-0.00014120458071322075
2018-11-25,-292.0,0.00013485370757630868
2018-11-26,60.0,-0.0001287884738244465
2018-11-27,96.0,0.00012299603242754356
2018-11-28,121.0,-0.00011746411416862183
2018-11-29,-86.0,0.00011218100165586448
2018-11-30,-87.0,-0.00010713550450350891
2018-12-01,-42.0,0.00010231693562901381
2018-12-02,-84.0,-9.771508861629418e-05
2018-12-03,122.0,9.332021609707638e-05
2018-12-04,96.0,-8.912300910458211e-05
2018-12-05,95.0,8.511457735580906e-05
2018-12-06,-93.0,-8.128643042064366e-05
2018-12-07,29.0,7.763045973791918e-05
2018-12-08,149.0,-7.41389214403268e-05
2018-12-09,-132.0,7.080441995180022e-05
2018-12-10,3.0,-6.761989232263084e-05
2018-12-11,-51.0,6.457859326913296e-05
2018-12-12,-20.0,-6.167408088617096e-05
2018-12-13,-7.0,5.890020300228548e-05
2018-12-14,-144.0,-5.625108414851689e-05
2018-12-15,-33.0,5.372111311332407e-05
2018-12-16,111.0,-5.130493105723811e-05
2018-12-17,11.0,4.8997420162076116e-05
2018-12-18,161.0,-4.679369279067231e-05
2018-12-19,-72.0,4.4689081134165526e-05
2018-12-20,-118.0,-4.2679127324914334e-05
2018-12-21,-55.0,4.075957399409757e-05
2018-12-22,31.0,-3.892635525400001e-05
2018-12-23,-22.0,3.717558808588237e-05
2018-12-24,-18.0,-3.550356411519377e-05
2018-12-25,-3.0,3.390674175670559e-05
2018-12-26,106.0,-3.238173871292888e-05
2018-12-27,-16.0,3.092532480992587e-05
2018-12-28,-125.0,-2.953441515534092e-05
2018-12-29,-13.0,2.8206063604158548e-05
2018-12-30,108.0,-2.693745651834811e-05
2018-12-31,-38.0,2.5725906807177188e-05
2019-01-01,-86.0,-2.456884823557019e-05
2019-01-02,141.0,2.3463829988456458e-05
2019-01-03,-29.0,-2.2408511479594463e-05
2019-01-04,-29.0,2.140065739387628e-05
2019-01-05,-13.0,-2.043813295261145e-05
2019-01-06,-6.0,1.9518899391761223e-05
2019-01-07,276.0,-1.8641009643545575e-05
2019-01-08,-211.0,1.7802604212275966e-05
2019-01-09,16.0,-1.700190723567827e-05
2019-01-10,138.0,1.6237222723363224e-05
2019-01-11,250.0,-1.5506930964476885e-05
2019-01-12,-56.0,1.480948509692207e-05
2019-01-13,-378.0,-1.4143407830883803e-05
2019-01-14,679.0,1.3507288319718809e-05
2019-01-15,-449.0,-1.289977917158112e-05
2019-01-16,-105.0,1.2319593595453973e-05
2019-01-17,117.0,-1.1765502675542923e-05
2019-01-18,-127.0,1.1236332768256929e-05
2019-01-19,-17.0,-1.0730963016263846e-05
2019-01-20,158.0,1.0248322974354737e-05
2019-01-21,1508.0,-9.787390342088265e-06
2019-01-22,-877.0,9.347188798412556e-06
2019-01-23,-724.0,-8.926785933677973e-06
2019-01-24,-141.0,8.5252912746605e-06
2019-01-25,24.0,-8.141854398412455e-06
2019-01-26,71.0,7.77566313094541e-06
2019-01-27,-127.0,-7.425941826929844e-06
2019-01-28,183.0,7.091949726767723e-06
2019-01-29,3.0,-6.772979387558019e-06
2019-01-30,522.0,6.46835518463176e-06
2019-01-31,584.0,-6.177431880482623e-06
2019-02-01,-656.0,5.89959325806187e-06
2019-02-02,-275.0,-5.634250815542761e-06
2019-02-03,-286.0,5.380842519789753e-06
2019-02-04,-98.0,-5.138831615892161e-06
2019-02-05,92.0,4.907705490240713e-06
2019-02-06,-11.0,-4.68697458473881e-06
2019-02-07,-46.0,4.476171359848669e-06
2019-02-08,-30.0,-4.274849304275889e-06
2019-02-09,250.0,4.082581989194863e-06
2019-02-10,-93.0,-3.898962165011701e-06
2019-02-11,5.0,3.723600898751513e-06
2019-02-12,183.0,-3.556126750242898e-06
2019-02-13,-234.0,3.39618498535469e-06
2019-02-14,-97.0,-3.2434368246184724e-06
2019-02-15,-54.0,3.097558725645355e-06
2019-02-16,83.0,-2.9582416978170444e-06
2019-02-17,80.0,2.8251906477996543e-06
2019-02-18,-43.0,-2.698123754493932e-06
2019-02-19,77.0,2.576771872097985e-06
2019-02-20,27.0,-2.460877960018081e-06
2019-02-21,-194.0,2.3501965384200173e-06
2019-02-22,-5.0,-2.24449316826782e-06
2019-02-23,1.0,2.1435439547484306e-06
2019-02-24,32.0,-2.0471350730305626e-06
2019-02-25,68.0,1.955062315353212e-06
2019-02-26,116.0,-1.867130658484496e-06
2019-02-27,103.0,1.7831538506346365e-06
2019-02-28,-127.0,-1.7029540169481044e-06
2019-03-01,-7.0,1.6263612827393083e-06
2019-03-02,-33.0,-1.553213413673784e-06
2019-03-03,-124.0,1.4833554721327363e-06
2019-03-04,66.0,-1.4166394890330657e-06
2019-03-05,101.0,1.3529241504077476e-06
2019-03-06,112.0,-1.2920744980826962e-06
2019-03-07,-74.0,1.2339616438161049e-06
2019-03-08,-122.0,-1.178462496294768e-06
2019-03-09,-70.0,1.125459500409125e-06
2019-03-10,-22.0,-1.074840388254773e-06
2019-03-11,-18.0,1.0264979413330333e-06
2019-03-12,39.0,-9.803297634468813e-07
2019-03-13,-19.0,9.362380638111963e-07
2019-03-14,-19.0,-8.941294499179335e-07
2019-03-15,-77.0,8.539147297174712e-07
2019-03-16,124.0,-8.155087226971305e-07
2019-03-17,13.0,7.788300794567009e-07
2019-03-18,-6.0,-7.438011093988086e-07
2019-03-19,-20.0,7.103476161691516e-07
2019-03-20,-21.0,-6.783987404980396e-07
2019-03-21,-5.0,6.47886810110355e-07
2019-03-22,-39.0,-6.187471963860231e-07
2019-03-23,40.0,5.909181774673774e-07
2019-03-24,-108.0,-5.643408075234629e-07
2019-03-25,82.0,5.389587918943591e-07
2019-03-26,26.0,-5.147183678510618e-07
2019-03-27,48.0,4.915681907183558e-07
2019-03-28,-79.0,-4.694592251194702e-07
2019-03-29,-73.0,4.4834464111215654e-07
2019-03-30,-29.0,-4.281797149961932e-07
2019-03-31,50.0,4.089217345822095e-07
2019-04-01,100.0,-3.9052990872117717e-07
2019-04-02,-28.0,3.7296528090293936e-07
2019-04-03,-90.0,-3.5619064674076613e-07
2019-04-04,41.0,3.401704751671575e-07
2019-04-05,18.0,-3.2487083317397504e-07
2019-04-06,-88.0,3.102593139374913e-07
2019-04-07,9.0,-2.9630496817611556e-07
2019-04-08,-9.0,2.82978238595401e-07
2019-04-09,170.0,-2.7025089728148027e-07
2019-04-10,-124.0,2.5809598591031796e-07
2019-04-11,116.0,-2.464877586461354e-07
2019-04-12,-124.0,2.35401627608059e-07
2019-04-13,-5.0,-2.2481411078948155e-07
2019-04-14,-65.0,2.1470278231982367e-07
2019-04-15,54.0,-2.050462249633414e-07
2019-04-16,24.0,1.9582398475436645e-07
2019-04-17,-46.0,-1.870165276728899e-07
2019-04-18,47.0,1.786051982687219e-07
2019-04-19,-86.0,-1.705721801465876e-07
2019-04-20,-7.0,1.6290045822846102e-07
2019-04-21,25.0,-1.5557378271320321e-07
2019-04-22,-3.0,1.485766346571659e-07
2019-04-23,-25.0,-1.4189419310285558e-07
2019-04-24,-13.0,1.3551230368603183e-07
2019-04-25,25.0,-1.294174486547452e-07
2019-04-26,28.0,1.235967182368108e-07
2019-04-27,36.0,-1.1803778329506951e-07
2019-04-28,112.0,1.1272886921251725e-07
2019-04-29,-22.0,-1.0765873095198688e-07
2019-04-30,-86.0,1.0281662923755574e-07
2019-05-01,42.0,-9.819230780722764e-08
2019-05-02,-91.0,9.377597168870726e-08
2019-05-03,40.0,-8.955826645225188e-08
2019-05-04,-46.0,8.55302583966551e-08
2019-05-05,46.0,-8.168341562639356e-08
2019-05-06,-35.0,7.800958997985548e-08
2019-05-07,19.0,-7.450099977037227e-08
2019-05-08,-37.0,7.115021330349634e-08
2019-05-09,25.0,-6.795013313561245e-08
2019-05-10,-21.0,6.489398104053984e-08
2019-05-11,4.0,-6.197528365228254e-08
2019-05-12,129.0,5.918785875351695e-08
2019-05-13,94.0,-5.65258021807739e-08
2019-05-14,-79.0,5.398347531857834e-08
2019-05-15,-108.0,-5.1555493156057644e-08
2019-05-16,-54.0,4.923671288072055e-08
2019-05-17,-6.0,-4.702222298524691e-08
2019-05-18,-20.0,4.4907332864214646e-08
2019-05-19,2.0,-4.288756287872857e-08
2019-05-20,19.0,4.095863486790631e-08
2019-05-21,-15.0,-3.9116463087123416e-08
2019-05-22,5.0,3.735714555382356e-08
2019-05-23,0.0,-3.567695578256298e-08
2019-05-24,-8.0,3.407233489178288e-08
2019-05-25,-3.0,-3.25398840655907e-08
2019-05-26,-2.0,3.107635735458334e-08
2019-05-27,9.0,-2.967865480046341e-08
2019-05-28,4.0,2.8343815869885416e-08
2019-05-29,7.0,-2.7069013183623955e-08
2019-05-30,-15.0,2.5851546527781253e-08
2019-05-31,2.0,-2.4688837134349042e-08
2019-06-01,1.0,2.3578422219010152e-08
2019-06-02,4.0,-2.251794976461008e-08
2019-06-03,4.0,2.150517353924923e-08
2019-06-04,-10.0,-2.0537948338443384e-08
2019-06-05,2.0,1.9614225441274687e-08
2019-06-06,8.0,-1.873204827090853e-08
2019-06-07,-25.0,1.7889548250284804e-08
2019-06-08,2.0,-1.708494084420518e-08
2019-06-09,4.0,1.6316521779433044e-08
2019-06-10,19.0,-1.5582663434799756e-08
2019-06-11,3.0,1.4881811393670854e-08
2019-06-12,-2.0,-1.4212481151469957e-08
2019-06-13,-7.0,1.3573254971286353e-08
2019-06-14,-7.0,-1.2962778880906023e-08
2019-06-15,5.0,1.2379759804905401e-08
2019-06-16,6.0,-1.1822962825733209e-08
2019-06-17,3.0,1.1291208567978957e-08
2019-06-18,17.0,-1.0783370700287638e-08
2019-06-19,-20.0,1.029837354962927e-08
2019-06-20,7.0,-9.835189822870025e-09
2019-06-21,-11.0,9.392838430818845e-09
2019-06-22,-12.0,-8.970382410140634e-09
2019-06-23,7.0,8.566926938734267e-09
2019-06-24,11.0,-8.181617440371786e-09
2019-06-25,-5.0,7.813637774584049e-09
2019-06-26,8.0,-7.46220850795884e-09
2019-06-27,-12.0,7.126585263189733e-09
2019-06-28,-34.0,-6.8060571423787945e-09
2019-06-29,27.0,6.4999452212534564e-09
2019-06-30,-12.0,-6.207601111108073e-09
2019-07-01,5.0,5.928405585424177e-09
2019-07-02,1.0,-5.661767268260401e-09
2019-07-03,2.0,5.407121381633889e-09
2019-07-04,-1.0,-5.163928549239987e-09
2019-07-05,9.0,4.931673653976302e-09
2019-07-06,-5.0,-4.709864746851219e-09
2019-07-07,0.0,4.4980320049657714e-09
2019-07-08,-10.0,-4.2957267363617395e-09
2019-07-09,3.0,4.102520429628091e-09
2019-07-10,-2.0,-3.918003846252702e-09
2019-07-11,1.0,3.741786153796817e-09
2019-07-12,2.0,-3.573494098056215e-09
2019-07-13,-7.0,3.4127712124555628e-09
2019-07-14,15.0,-3.259277063001376e-09
2019-07-15,-7.0,3.112686527194268e-09
2019-07-16,-1.0,-2.9726891053731263e-09
2019-07-17,1.0,2.838988263032551e-09
2019-07-18,6.0,-2.7113008027204798e-09
2019-07-19,4.0,2.5893562641855944e-09
2019-07-20,21.0,-2.4728963515039406e-09
2019-07-21,-9.0,2.3616743859713182e-09
2019-07-22,3.0,-2.2554547836026097e-09
2019-07-23,-14.0,2.1540125561312985e-09
2019-07-24,-5.0,-2.0571328344522363e-09
2019-07-25,-6.0,1.9646104134982306e-09
2019-07-26,11.0,-1.8762493175864502e-09
2019-07-27,-9.0,1.7918623853139781e-09
2019-07-28,5.0,-1.7112708731232673e-09
2019-07-29,-3.0,1.6343040766977951e-09
2019-07-30,-11.0,-1.5607989693859747e-09
2019-07-31,17.0,1.4905998568874569e-09
2019-08-01,-9.0,-1.4235580474703975e-09
2019-08-02,-6.0,1.3595315370211634e-09
2019-08-03,0.0,-1.2983847082593677e-09
2019-08-04,6.0,1.239988043481128e-09
2019-08-05,-11.0,-1.1842178502220992e-09
2019-08-06,9.0,1.1309559992591925e-09
2019-08-07,6.0,-1.0800896743960343e-09
2019-08-08,-10.0,1.031511133502172e-09
2019-08-09,4.0,-9.85117480299877e-10
2019-08-10,2.0,9.408104464151524e-10
2019-08-11,4.0,-8.984961832313036e-10
2019-08-12,-12.0,8.580850631041826e-10
2019-08-13,7.0,-8.194914895180561e-10
2019-08-14,-3.0,7.826337157799764e-10
2019-08-15,8.0,-7.474336718686295e-10
2019-08-16,-12.0,7.138167990708931e-10
2019-08-17,-2.0,-6.817118920558516e-10
2019-08-18,6.0,6.510509480517477e-10
2019-08-19,5.0,-6.217690228064158e-10
2019-08-20,-3.0,5.938040930260917e-10
2019-08-21,-10.0,-5.67096925001232e-10
2019-08-22,3.0,5.415909491410696e-10
2019-08-23,-2.0,-5.172321401511522e-10
2019-08-24,-1.0,4.939689026000638e-10
2019-08-25,6.0,-4.717519616329429e-10
2019-08-26,9.0,4.5053425860031233e-10
2019-08-27,-5.0,-4.3027085138114824e-10
2019-08-28,18.0,4.1091881918905827e-10
2019-08-29,-4.0,-3.9243717165993477e-10
2019-08-30,-16.0,3.747867620285178e-10
2019-08-31,3.0,-3.5793020420996316e-10
2019-09-01,-3.0,3.41831793610783e-10
2019-09-02,9.0,-3.2645743150142453e-10
2019-09-03,-9.0,3.117745527902979e-10
2019-09-04,9.0,-2.977520570462679e-10
2019-09-05,-8.0,2.8436024262350534e-10
2019-09-06,14.0,-2.715707437491651e-10
2019-09-07,-8.0,2.593564704406341e-10
2019-09-08,9.0,-2.476915511250844e-10
2019-09-09,1.0,2.365512778397922e-10
2019-09-10,-12.0,-2.2591205389714925e-10
2019-09-11,2.0,2.15751343903513e-10
2019-09-12,-8.0,-2.0604762602602914e-10
2019-09-13,-8.0,1.9678034640631993e-10
2019-09-14,10.0,-1.8792987562448122e-10
2019-09-15,10.0,1.7947746712117126e-10
2019-09-16,-6.0,-1.7140521748972469e-10
2019-09-17,21.0,1.6369602855418373e-10
2019-09-18,-18.0,-1.563335711529231e-10
2019-09-19,-2.0,1.493022505511569e-10
2019-09-20,-6.0,-1.4258717340906613e-10
2019-09-21,2.0,1.3617411623558115e-10
2019-09-22,-1.0,-1.3004949526099883e-10
2019-09-23,15.0,1.2420033766462122e-10
2019-09-24,-10.0,-1.186142540964711e-10
2019-09-25,-8.0,1.132794124348818e-10
2019-09-26,2.0,-1.0818451272437605e-10
2019-09-27,1.0,1.0331876324074876e-10
2019-09-28,-2.0,-9.867185763265602e-11
2019-09-29,15.0,9.423395309129313e-11
2019-09-30,4.0,-8.999564950192173e-11
2019-10-01,-1.0,8.594796953308631e-11
2019-10-02,-9.0,-8.208233962134571e-11
2019-10-03,17.0,7.839057181124316e-11
2019-10-04,6.0,-7.486484641204875e-11
2019-10-05,155.0,7.149769543453933e-11
2019-10-06,-138.0,-6.82819867727323e-11
2019-10-07,-26.0,6.521090909706784e-11
2019-10-08,14.0,-6.227795742704169e-11
2019-10-09,112.0,5.947691935272856e-11
2019-10-10,-34.0,-5.6801861876012e-11
2019-10-11,-1.0,5.4247118843648186e-11
2019-10-12,-40.0,-5.180727894554533e-11
2019-10-13,-37.0,4.94771742528371e-11
2019-10-14,9.0,-4.725186927147228e-11
2019-10-15,53.0,4.512665048813449e-11
2019-10-16,-27.0,-4.3097016386348723e-11
2019-10-17,277.0,4.1158667911627503e-11
2019-10-18,74.0,-3.930749936546031e-11
2019-10-19,-103.0,3.7539589708858664e-11
2019-10-20,-90.0,-3.5851194257036264e-11
2019-10-21,-46.0,3.42387367476326e-11
2019-10-22,-49.0,-3.2698801765679256e-11
2019-10-23,-39.0,3.122812750926385e-11
2019-10-24,36.0,-2.982359888056845e-11
2019-10-25,-42.0,2.8482240887648118e-11
2019-10-26,-14.0,-2.7201212342973667e-11
2019-10-27,40.0,2.5977799845391304e-11
2019-10-28,-9.0,-2.480941203275197e-11
2019-10-29,45.0,2.369357409303678e-11
2019-10-30,-57.0,-2.2627922522352187e-11
2019-10-31,-44.0,2.1610200118691677e-11
2019-11-01,271.0,-2.063825120085998e-11
2019-11-02,136.0,1.9710017042432904e-11
2019-11-03,-63.0,-1.8823531511081114e-11
2019-11-04,3.0,1.7976916904021487e-11
2019-11-05,-165.0,-1.716837997077481e-11
2019-11-06,97.0,1.639620811480552e-11
2019-11-07,0.0,-1.5658765765998003e-11
2019-11-08,379.0,1.4954490916285824e-11
2019-11-09,-38.0,-1.4281891811095868e-11
2019-11-10,-336.0,1.3639543789599418e-11
2019-11-11,-152.0,-1.3026086267077328e-11
2019-11-12,510.0,1.2440219853007555e-11
2019-11-13,208.0,-1.1880703598770707e-11
2019-11-14,-399.0,1.13463523691439e-11
2019-11-15,-231.0,-1.0836034332015323e-11
2019-11-16,215.0,1.0348668561002417e-11
2019-11-17,33.0,-9.883222745895633e-12
2019-11-18,-180.0,9.438711006078187e-12
2019-11-19,-25.0,-9.014191802290304e-12
2019-11-20,-47.0,8.608765942314797e-12
2019-11-21,-14.0,-8.221574676359701e-12
2019-11-22,14.0,7.851797878103745e-12
2019-11-23,49.0,-7.498652307551845e-12
2019-11-24,-43.0,7.1613899520210805e-12
2019-11-25,-34.0,-6.839296441743164e-12
2019-11-26,-64.0,6.531689536727383e-12
2019-11-27,-47.0,-6.237917681679003e-12
2019-11-28,115.0,5.957358625912232e-12
2019-11-29,184.0,-5.6894181053345244e-12
2019-11-30,-29.0,5.433528583710477e-12
2019-12-01,121.0,-5.189148050539149e-12
2019-12-02,-54.0,4.955758872998515e-12
2019-12-03,9.0,-4.7328666995253275e-12
2019-12-04,-98.0,4.519999412708004e-12
2019-12-05,-16.0,-4.316706129274615e-12
2019-12-06,-91.0,4.122556245057814e-12
2019-12-07,67.0,-3.937138522913794e-12
2019-12-08,-9.0,3.760060221663375e-12
2019-12-09,-144.0,-3.5909462642101677e-12
2019-12-10,-27.0,3.4294384430737973e-12
2019-12-11,150.0,-3.275194661655368e-12
2019-12-12,89.0,3.127888209628084e-12
2019-12-13,-166.0,-2.9872070709181756e-12
2019-12-14,-54.0,2.8528532628103646e-12
2019-12-15,95.0,-2.7245422047779678e-12
2019-12-16,79.0,2.602002115700762e-12
2019-12-17,48.0,-2.484973438193807e-12
2019-12-18,2.0,2.373208288827888e-12
2019-12-19,555.0,-2.2664699330770613e-12
