bldgarea,bldgdepth,builtfar,facilfar,lotarea,lotdepth,numbldgs,numfloors,resarea,residfar,age,count
1551.0,45.0,0.31,2.0,5000.0,100.0,2,1,1551.0,0.75,70,17
6520.0,72.0,3.36,4.0,1941.0,102.2,1,6,6520.0,4.0,133,43
47780.0,100.0,4.68,7.5,10216.0,100.0,1,6,39870.0,7.52,114,2
2476.0,45.0,1.65,2.0,1500.0,75.0,1,2,1800.0,0.75,55,67
6820.0,60.0,2.17,4.8,3142.0,100.0,1,3,5604.0,2.43,121,1
2900.0,45.0,1.93,2.0,1500.0,75.0,1,2,1800.0,2.0,121,96
7356.0,92.0,3.32,10.0,2216.0,100.7,1,5,7356.0,10.0,122,38
4950.0,56.0,2.77,4.0,1788.0,102.2,1,4,3960.0,4.0,133,13
9670.0,82.0,4.18,6.5,2316.0,100.7,1,4,5750.0,3.44,128,16
5944.0,67.0,2.95,6.5,2013.0,100.7,1,4,5944.0,3.44,132,18
7108.0,82.0,3.48,4.0,2043.0,102.2,1,5,7108.0,4.0,113,33
5804.0,84.0,2.88,6.5,2013.0,100.7,1,4,5804.0,3.44,132,39
4624.0,60.0,2.69,10.0,1717.0,100.7,1,4,4624.0,10.0,125,51
5040.0,56.0,2.74,4.0,1839.0,102.2,1,4,4032.0,4.0,133,24
6720.0,75.0,3.18,6.5,2114.0,100.7,1,4,6720.0,3.44,124,36
5784.0,67.0,2.87,6.5,2013.0,100.7,1,4,5784.0,3.44,131,28
5510.0,55.0,2.88,6.5,1913.0,100.7,1,4,4324.0,3.44,131,23
7412.0,58.0,3.88,10.0,1912.0,100.7,1,4,5930.0,10.0,125,1
16250.0,65.0,4.22,4.8,3850.0,77.0,1,5,16250.0,2.43,110,4
1734.0,46.0,0.69,2.0,2500.0,100.0,1,1,936.0,0.75,65,1
4810.0,56.0,2.69,4.0,1788.0,102.2,1,4,3832.0,4.0,133,1
7750.0,70.0,4.05,10.0,1913.0,100.7,1,7,7750.0,10.0,131,3
7104.0,90.0,3.53,6.5,2013.0,100.7,1,4,7104.0,3.44,126,11
6536.0,72.0,3.25,6.5,2014.0,100.7,1,4,5096.0,3.44,127,9
1825.0,45.0,1.38,1.0,1321.0,85.0,1,3,1825.0,0.5,23,32
6344.0,72.0,3.15,6.5,2013.0,100.7,1,4,4904.0,3.44,127,17
6144.0,57.0,3.21,6.5,1913.0,100.7,1,4,6144.0,3.44,131,2
6736.0,72.0,3.19,6.5,2114.0,100.7,1,4,6736.0,3.44,127,1
7470.0,82.0,3.48,4.0,2146.0,102.2,1,5,7470.0,4.0,113,60
6096.0,80.0,3.03,6.5,2013.0,100.7,1,4,6096.0,3.44,127,26
14540.0,101.0,4.81,10.0,3020.0,100.7,1,5,11740.0,10.0,131,15
2276.0,55.0,1.08,1.0,2100.0,77.0,1,3,2276.0,0.5,23,19
1825.0,45.0,1.38,1.0,1321.0,85.0,1,3,1825.0,0.5,23,1
6120.0,72.0,3.2,6.5,1913.0,100.7,1,4,6120.0,3.44,125,43
2888.0,54.0,1.15,2.0,2500.0,100.0,1,2,2268.0,0.75,60,47
29680.0,42.75,1.42,2.0,20930.0,169.8,2,4,27860.0,1.25,16,1
13290.0,101.0,3.11,10.0,4280.0,100.7,1,4,9090.0,10.0,91,17
6068.0,58.0,3.17,6.5,1913.0,100.7,1,4,4828.0,3.44,125,2
8460.0,76.0,3.36,10.0,2516.0,100.7,1,4,8460.0,10.0,124,616
4316.0,62.0,2.17,6.5,1988.0,100.7,1,3,4316.0,3.44,133,15
6790.0,77.0,3.37,6.5,2013.0,100.7,1,4,6790.0,3.44,118,158
3870.0,52.0,2.05,6.5,1888.0,100.7,1,3,3078.0,3.44,134,1
4104.0,55.0,2.26,6.5,1812.0,100.7,1,3,3048.0,3.44,127,14
4516.0,55.0,2.49,6.5,1812.0,100.7,1,3,2970.0,3.44,127,3
5210.0,60.0,2.73,6.5,1905.0,100.7,1,4,5210.0,3.44,134,1
5936.0,55.0,2.95,6.5,2013.0,100.7,1,4,4684.0,3.44,133,38
4024.0,52.0,2.22,6.5,1812.0,100.7,1,3,2948.0,3.44,128,1
1728.0,33.0,0.64,2.0,2684.0,107.44,1,2,1152.0,0.75,75,1
3860.0,52.0,2.19,6.5,1762.0,100.7,1,3,2826.0,3.44,128,504
3608.0,50.0,2.02,6.5,1787.0,100.7,1,3,2654.0,3.44,133,22
4950.0,68.0,2.73,6.5,1812.0,100.7,1,4,5436.0,3.44,131,355
3758.0,52.0,2.2,6.5,1711.0,100.7,1,3,2776.0,3.44,133,1
21260.0,84.0,4.22,10.0,5036.0,100.7,1,6,21260.0,7.52,115,3
5836.0,66.0,3.05,6.5,1913.0,100.7,1,4,5836.0,3.44,121,13
6310.0,70.0,3.13,10.0,2013.0,100.7,1,4,6310.0,7.52,128,2266
4216.0,64.0,2.33,6.5,1812.0,100.7,1,3,4216.0,3.44,128,1288
4400.0,55.0,2.19,6.5,2013.0,100.7,1,3,3300.0,3.44,133,5
7424.0,72.0,4.1,10.0,1812.0,100.7,1,5,5184.0,7.52,123,63
2048.0,40.0,0.41,2.0,5000.0,100.0,2,2,2048.0,2.0,119,112
1912.0,37.0,0.97,2.0,1970.0,109.44,1,2,1332.0,0.75,80,108
3764.0,50.0,1.96,4.0,1916.0,102.2,1,3,3764.0,4.0,137,8
7864.0,89.0,4.05,4.0,1941.0,102.2,1,5,7864.0,4.0,124,45
1150.0,30.0,0.53,2.0,2188.0,109.44,1,2,1150.0,0.75,85,59
5000.0,50.0,2.0,2.0,2500.0,100.0,1,4,5000.0,2.0,92,22
5880.0,70.0,3.03,4.0,1941.0,102.2,1,4,5880.0,4.0,127,6
15540.0,92.0,3.95,4.0,3934.0,102.2,1,5,13540.0,4.0,130,1
6532.0,70.0,3.2,4.0,2043.0,102.2,1,4,6532.0,4.0,129,1
3800.0,50.0,1.96,4.0,1941.0,102.2,1,3,3888.0,4.0,135,8
5308.0,68.0,2.75,4.0,1933.0,102.2,1,4,4016.0,4.0,135,373
3564.0,60.0,2.23,4.0,1598.0,93.06,1,3,3564.0,4.0,134,2
11130.0,90.0,4.36,4.0,2554.0,102.2,1,5,10770.0,4.0,131,3
5828.0,71.0,3.17,4.0,1839.0,102.2,1,4,5828.0,4.0,127,1
12000.0,92.0,3.79,4.0,3168.0,102.2,1,5,12000.0,4.0,127,2
11864.0,93.0,4.68,4.0,2536.0,102.2,1,6,11864.0,4.0,126,1099
8190.0,89.0,3.91,4.0,2094.0,102.2,1,5,8190.0,4.0,124,75
4330.0,64.0,2.54,4.0,1703.0,102.2,1,3,4330.0,4.0,129,3
3740.0,60.0,2.23,4.0,1677.0,95.8,1,3,3740.0,4.0,134,15
6196.0,66.0,2.89,4.0,2144.0,102.2,1,4,6196.0,4.0,129,1
4108.0,56.0,2.01,4.0,2043.0,102.2,1,3,4108.0,4.0,138,23
8616.0,90.0,3.38,7.5,2550.0,100.0,1,5,8016.0,7.52,125,43
8616.0,90.0,3.38,7.5,2550.0,100.0,1,5,8016.0,7.52,125,154
4516.0,50.0,2.94,4.0,1536.0,97.06,1,3,3384.0,4.0,134,1
2230.0,37.0,1.3,2.0,1710.0,95.0,1,2,1620.0,1.25,70,108
6428.0,70.0,3.0,4.0,2146.0,102.2,1,4,6428.0,4.0,127,19
2160.0,54.0,0.86,2.0,2500.0,100.0,1,2,2160.0,0.75,100,5
5560.0,68.0,2.94,4.0,1890.0,102.2,1,5,5560.0,4.0,135,4
29540.0,51.0,6.41,7.5,4604.0,51.0,1,7,27100.0,7.52,38,60
5544.0,70.0,2.86,4.0,1941.0,102.2,1,5,4544.0,4.0,135,1
9976.0,87.0,4.04,7.5,2468.0,90.8,1,5,8776.0,7.52,129,33
5650.0,67.0,2.91,4.0,1941.0,102.2,1,4,5650.0,4.0,133,11
9020.0,74.0,3.97,7.5,2272.0,90.8,1,5,7520.0,7.52,129,1
9020.0,76.0,3.97,7.5,2272.0,90.8,1,5,7020.0,7.52,129,36
9020.0,76.0,3.97,7.5,2272.0,90.8,1,5,7270.0,7.52,129,896
6028.0,50.0,2.48,2.0,2432.0,100.0,1,5,6028.0,2.0,14,38
4572.0,54.0,2.27,6.5,2013.0,100.7,1,3,4572.0,3.44,132,185
5190.0,62.0,3.04,4.0,1706.0,97.5,1,4,5190.0,4.0,129,139
5160.0,62.0,2.94,4.0,1755.0,97.5,1,4,5160.0,4.0,129,2
5784.0,62.0,3.3,4.0,1755.0,97.5,1,4,5784.0,4.0,129,3
4750.0,18.0,1.08,2.0,4400.0,100.0,3,2,4750.0,2.0,90,30
5480.0,62.0,3.12,4.0,1755.0,97.5,1,4,5480.0,4.0,129,6
6190.0,67.0,3.08,6.5,2013.0,100.7,1,4,6190.0,3.44,130,7
5230.0,70.0,3.35,6.5,1560.0,100.7,1,3,3924.0,3.44,133,6
6190.0,67.0,3.08,6.5,2013.0,100.7,1,5,6190.0,3.44,130,9
4496.0,62.0,2.23,6.5,2020.0,100.7,1,3,4496.0,3.44,130,1060
4990.0,51.0,2.84,4.0,1755.0,97.5,1,4,3972.0,4.0,129,1
5360.0,67.0,3.04,6.5,1762.0,100.7,1,4,5360.0,3.44,132,7
4584.0,55.0,2.94,6.5,1560.0,100.7,1,3,3620.0,3.44,133,2
4016.0,55.0,2.22,6.5,1812.0,100.7,1,3,3028.0,3.44,132,79
3200.0,50.0,1.91,6.5,1678.0,100.7,1,3,2400.0,3.44,133,9
3300.0,48.0,1.97,6.5,1678.0,100.7,1,3,3300.0,3.44,138,1
3080.0,55.0,2.18,6.5,1414.0,100.7,1,3,2310.0,3.44,133,1
3000.0,50.0,1.5,4.8,2000.0,100.0,1,3,3000.0,2.43,89,37
2256.0,50.34,1.01,4.8,2242.0,100.0,1,2,2256.0,2.43,24,1
1495.0,28.0,0.6,2.0,2500.0,100.0,1,2,1495.0,0.75,110,3
1534.0,37.0,0.61,2.0,2500.0,100.0,1,2,1534.0,0.75,90,6
3700.0,55.0,2.29,6.5,1616.0,100.7,1,3,2736.0,3.44,133,118
2204.0,38.75,2.56,4.8,862.0,50.0,1,3,2204.0,2.43,7,128
1344.0,30.0,0.27,4.8,5000.0,100.0,1,2,1344.0,2.43,90,1
3600.0,50.0,2.1,6.5,1717.0,100.7,1,3,2650.0,3.44,129,274
1080.0,30.0,0.22,4.8,5000.0,100.0,2,2,1080.0,2.43,90,750
2210.0,65.0,0.92,2.0,2406.0,96.25,2,2,2210.0,0.75,100,1
6850.0,90.0,2.29,4.8,2992.0,106.44,1,2,6850.0,2.43,111,1
3400.0,50.0,2.03,6.5,1678.0,100.7,1,3,2500.0,3.44,129,6
4260.0,60.0,2.48,6.5,1717.0,100.7,1,4,4260.0,3.44,129,20
1620.0,45.0,0.9,4.8,1800.0,100.0,1,2,1620.0,2.43,100,7
3400.0,50.0,2.1,6.5,1616.0,100.7,1,3,2500.0,3.44,129,13
4264.0,71.0,2.49,6.5,1711.0,100.7,1,4,4264.0,3.44,122,64
12090.0,100.0,4.44,7.5,2720.0,100.0,1,5,9590.0,7.52,125,192
4710.0,92.0,2.88,10.0,1635.0,102.2,1,5,3410.0,10.0,124,39
9380.0,74.0,3.79,7.5,2476.0,99.0,1,5,7876.0,7.52,130,64
4520.0,50.0,2.49,6.5,1812.0,100.7,1,4,4520.0,3.44,122,1
9380.0,74.0,3.79,7.5,2476.0,99.0,1,5,8580.0,7.52,130,13
12960.0,95.0,4.76,7.5,2720.0,100.0,1,5,10960.0,7.52,126,39
3400.0,50.0,2.03,6.5,1678.0,100.7,1,3,2500.0,3.44,129,386
12000.0,100.0,4.68,7.5,2566.0,100.0,1,5,10000.0,7.52,125,27
10850.0,89.0,4.25,7.5,2550.0,100.0,1,5,9050.0,7.52,126,65
13790.0,91.0,5.13,10.0,2688.0,102.2,1,6,13790.0,10.0,124,21
9310.0,102.0,3.85,10.0,2418.0,102.2,1,5,3726.0,10.0,124,16
1620.0,45.0,0.9,4.8,1800.0,100.0,1,2,1620.0,2.43,100,124
9380.0,74.0,3.76,7.5,2492.0,99.0,1,5,7876.0,7.52,130,8
1620.0,45.0,0.9,4.8,1800.0,100.0,1,2,1620.0,2.43,100,8
2120.0,53.0,0.85,4.8,2500.0,100.0,2,2,2120.0,2.43,121,1122
4980.0,80.0,2.75,6.5,1813.0,100.7,1,5,4980.0,6.02,123,760
2200.0,55.0,0.77,4.8,2868.0,100.0,2,2,2200.0,2.43,100,41
4980.0,70.0,2.75,6.5,1812.0,100.7,1,5,4980.0,6.02,123,3
3840.0,74.0,2.12,6.5,1812.0,100.7,1,4,3840.0,6.02,123,2
7250.0,56.0,5.05,10.0,1437.0,57.5,1,5,7250.0,10.0,119,1
2700.0,45.0,1.35,4.8,2000.0,100.0,1,3,2700.0,2.43,110,1
5556.0,72.0,2.92,10.0,1900.0,100.0,1,4,5556.0,10.0,123,40
4720.0,93.0,2.76,6.5,1711.0,100.7,1,5,4720.0,6.02,123,46
1342.0,30.0,0.67,2.0,2000.0,100.0,1,2,1342.0,1.25,90,354
4860.0,58.0,2.68,6.5,1812.0,100.7,1,3,3696.0,6.02,123,1
4148.0,72.0,2.38,10.0,1742.0,100.0,1,5,4148.0,10.0,123,17
5400.0,72.3,2.27,4.8,2376.0,95.0,1,3,5400.0,2.43,90,4
2700.0,45.0,1.35,4.8,2000.0,100.0,1,3,2700.0,2.43,110,5918
3720.0,72.0,1.51,2.0,2470.0,119.9,1,2,1440.0,2.0,89,3
5070.0,25.0,4.77,10.0,1063.0,25.0,1,5,5070.0,10.0,119,9
1620.0,40.0,0.81,4.8,2000.0,100.0,1,2,1620.0,2.43,33,23
4120.0,59.0,2.06,4.8,2004.0,100.2,1,4,4120.0,2.43,110,350
4410.0,75.0,2.32,10.0,1900.0,100.0,1,4,4410.0,10.0,123,250
9570.0,60.0,1.52,2.0,6300.0,105.0,2,2,9570.0,0.75,14,8
5024.0,74.0,2.94,6.5,1711.0,100.7,1,5,5024.0,6.02,127,33
8440.0,55.0,4.49,10.0,1880.0,94.44,1,5,5536.0,10.0,122,95
8410.0,86.0,4.1,10.0,2050.0,100.0,1,5,8410.0,10.0,124,6
8176.0,83.0,4.09,10.0,2000.0,100.0,1,5,8176.0,10.0,124,7
1116.0,31.0,0.62,4.8,1800.0,100.0,1,2,1116.0,2.43,33,44
39900.0,74.0,8.4,10.0,4750.0,79.0,1,9,35650.0,10.0,120,4
4370.0,67.0,2.25,4.0,1941.0,102.2,1,4,4370.0,4.0,126,19
9770.0,44.0,5.01,10.0,1950.0,49.5,1,5,9770.0,10.0,122,12
4250.0,66.0,2.31,4.0,1839.0,102.2,1,4,4250.0,4.0,126,885
1116.0,31.42,0.62,4.8,1800.0,100.0,1,2,1116.0,2.43,34,29
1116.0,31.42,0.62,4.8,1800.0,100.0,1,2,1116.0,2.43,34,1
5144.0,66.0,2.8,4.0,1839.0,102.2,1,3,5144.0,4.0,126,3
3596.0,50.0,1.96,4.0,1839.0,102.2,1,4,3596.0,4.0,126,1
5204.0,66.0,2.83,4.0,1839.0,102.2,1,3,5204.0,4.0,126,6
3596.0,50.0,2.07,4.0,1737.0,102.2,1,4,3596.0,4.0,126,8
4236.0,53.0,2.3,4.0,1839.0,102.2,1,3,3142.0,4.0,126,15
6790.0,73.0,3.37,6.5,2013.0,100.7,1,4,6790.0,6.02,124,5
3596.0,50.0,2.2,4.0,1635.0,102.2,1,4,3596.0,4.0,126,11
6790.0,73.0,3.37,6.5,2013.0,100.7,1,4,6790.0,6.02,124,64
6610.0,73.0,3.28,6.5,2013.0,100.7,1,4,6610.0,6.02,124,6
4210.0,66.0,2.29,4.0,1839.0,102.2,1,4,4210.0,4.0,126,4
2976.0,53.0,1.75,4.0,1703.0,102.2,1,3,2976.0,4.0,128,32
3596.0,50.0,2.07,4.0,1737.0,102.2,1,4,3596.0,4.0,126,671
4390.0,67.0,2.56,6.5,1712.0,100.7,1,3,4390.0,6.02,129,438
3812.0,53.0,2.23,6.5,1711.0,100.7,1,3,2808.0,6.02,129,50
6600.0,76.0,3.28,6.5,2013.0,100.7,1,5,6600.0,6.02,124,86
4160.0,52.0,2.2,4.0,1890.0,102.2,1,3,3360.0,4.0,127,1
9510.0,82.0,4.02,4.0,2368.0,94.75,1,5,7612.0,4.0,120,36
6000.0,70.0,2.98,6.5,2013.0,100.7,1,4,6000.0,6.02,130,13
6200.0,31.0,4.31,10.0,1437.0,39.0,1,5,6200.0,10.0,121,71
5370.0,69.0,2.67,6.5,2013.0,100.7,1,4,5370.0,6.02,129,3
6670.0,74.0,3.31,6.5,2014.0,100.7,1,4,6670.0,6.02,126,115
4104.0,54.0,2.23,4.0,1839.0,102.2,1,3,3024.0,4.0,131,5
8500.0,80.0,4.22,6.5,2013.0,100.7,1,5,6900.0,6.02,124,1
5490.0,73.0,2.73,6.5,2006.0,100.7,1,4,5490.0,6.02,129,138
2712.0,66.0,1.5,6.5,1812.0,100.7,1,3,2712.0,6.02,129,1
1128.0,31.33,0.46,4.8,2452.0,100.06,1,2,1128.0,2.43,32,92
6380.0,100.0,3.17,6.5,2013.0,100.7,1,4,6380.0,6.02,124,119
6384.0,74.0,3.17,6.5,2013.0,100.7,1,4,6384.0,6.02,124,1
5910.0,70.0,2.94,6.5,2013.0,100.7,1,4,5910.0,6.02,124,1
5910.0,70.0,2.93,6.5,2020.0,100.7,1,4,5910.0,6.02,124,22
1296.0,36.0,0.72,4.8,1802.0,100.06,1,2,1296.0,2.43,22,53
2100.0,35.0,1.05,2.0,2000.0,100.0,1,2,1400.0,2.0,119,109
1116.0,31.33,0.62,4.8,1800.0,100.0,1,2,1116.0,2.43,35,39
4260.0,50.0,2.12,6.5,2013.0,100.7,1,3,3130.0,6.02,129,69
31760.0,89.0,5.09,6.5,6240.0,100.7,1,7,31760.0,6.02,119,152
6750.0,62.0,2.67,2.0,2524.0,90.2,1,4,6750.0,1.35,89,53
41000.0,86.0,5.43,6.5,7550.0,100.7,1,7,41000.0,6.02,118,6
31700.0,125.0,4.4,6.5,7200.0,144.6,1,6,31700.0,6.02,116,3
31620.0,125.0,4.44,6.5,7124.0,143.1,1,6,31620.0,6.02,116,366
3840.0,48.0,1.91,4.0,2008.0,100.44,1,3,2880.0,4.0,159,191
4062.0,44.0,2.02,4.0,2008.0,100.44,1,3,2644.0,4.0,159,79
2238.0,45.0,1.36,10.0,1646.0,98.75,1,3,1500.0,10.0,150,1
6560.0,67.0,2.61,4.0,2510.0,100.44,1,4,6560.0,4.0,147,79
7544.0,74.0,4.01,4.0,1883.0,100.44,1,4,7544.0,4.0,144,152
1980.0,50.0,0.88,2.0,2250.0,90.0,1,2,1980.0,1.35,110,1499
7324.0,70.0,2.93,4.0,2500.0,100.44,1,5,7324.0,4.0,141,16
5810.0,88.0,3.4,4.0,1707.0,100.44,1,4,5810.0,4.0,138,1304
5810.0,76.0,3.4,10.0,1707.0,100.44,1,4,5810.0,10.0,138,121
7548.0,82.0,3.76,4.0,2008.0,100.44,1,5,5590.0,4.0,142,424
10104.0,80.0,3.47,4.0,2912.0,100.44,1,5,10104.0,4.0,105,485
6744.0,86.0,3.37,10.0,2000.0,100.44,1,5,5240.0,10.0,141,30
7544.0,98.0,3.76,4.0,2008.0,100.44,1,5,7544.0,4.0,143,83
6484.0,80.0,3.59,4.0,1807.0,100.44,1,5,5890.0,4.0,141,1306
6868.0,55.0,3.42,4.0,2008.0,100.44,1,5,6868.0,4.0,142,38
2090.0,55.0,1.01,2.0,2078.0,90.0,1,2,2090.0,0.75,95,503
2090.0,55.0,1.01,2.0,2078.0,90.0,2,2,2090.0,0.75,95,9
4060.0,58.0,3.88,10.0,1046.0,73.44,1,4,4060.0,10.0,140,7
4844.0,57.0,4.85,10.0,1000.0,60.0,1,5,2920.0,10.0,141,5
9600.0,67.0,3.19,4.0,3012.0,100.44,1,5,9600.0,4.0,91,2
8350.0,70.0,3.33,4.0,2510.0,100.44,1,5,8350.0,4.0,91,1297
8320.0,65.0,3.3,4.0,2520.0,100.8,1,5,8320.0,4.0,132,72
13710.0,100.44,4.55,4.0,3012.0,100.44,1,5,13710.0,4.0,118,5
12060.0,70.0,4.8,10.0,2510.0,100.44,1,6,12060.0,10.0,109,1
5200.0,58.34,4.14,10.0,1256.0,67.94,1,5,5200.0,10.0,139,1690
63300.0,82.0,9.46,10.0,6692.0,102.2,1,14,60300.0,10.0,94,3
8800.0,88.0,4.31,4.0,2043.0,102.2,1,5,8800.0,4.0,115,1607
6550.0,55.0,2.92,4.0,2248.0,102.2,1,5,6550.0,4.0,149,1
6050.0,55.0,2.69,4.0,2248.0,102.2,1,5,6050.0,4.0,149,5
10960.0,57.0,3.97,10.0,2760.0,102.2,1,5,10960.0,10.0,126,21
13310.0,98.0,4.83,10.0,2758.0,102.2,1,4,13310.0,10.0,138,7
7000.0,96.0,3.49,4.0,2008.0,100.44,1,5,7000.0,4.0,142,154
6340.0,55.0,3.16,4.0,2008.0,100.44,1,5,6340.0,4.0,142,194
6760.0,72.0,3.36,4.0,2010.0,100.44,1,5,6760.0,4.0,142,10
6184.0,69.0,2.69,4.0,2300.0,102.2,1,4,6184.0,4.0,149,1
6720.0,80.0,3.79,10.0,1773.0,80.0,1,5,4032.0,10.0,150,17
7680.0,88.0,3.82,4.0,2008.0,100.44,1,5,7680.0,4.0,101,4
6900.0,60.0,4.13,10.0,1671.0,79.56,1,5,6900.0,10.0,123,10
4964.0,60.0,3.09,4.0,1607.0,100.44,1,4,3780.0,4.0,135,2
1800.0,45.0,1.2,4.8,1500.0,75.0,1,2,1800.0,2.43,110,207
1634.0,40.8,0.86,4.8,1901.0,95.0,1,2,1634.0,2.43,11,18
7056.0,77.5,3.95,4.0,1787.0,102.2,1,5,7056.0,4.0,134,2
6800.0,65.0,3.02,4.0,2248.0,102.2,1,5,6800.0,4.0,134,1
8210.0,92.0,3.27,4.0,2510.0,100.44,1,4,8210.0,4.0,133,20
9920.0,88.0,4.63,4.0,2144.0,102.2,1,6,9120.0,4.0,119,407
2200.0,30.0,2.1,4.8,1047.0,40.0,1,3,2200.0,2.43,13,1
9350.0,87.0,3.66,4.0,2554.0,102.2,1,5,9350.0,4.0,127,11
9496.0,75.0,4.43,4.0,2144.0,102.2,1,5,9496.0,4.0,131,10
4348.0,37.0,0.29,1.0,14990.0,199.9,2,2,4348.0,0.5,100,42
1296.0,36.0,0.72,2.0,1800.0,100.0,1,2,1296.0,1.25,60,959
3240.0,64.0,1.8,4.8,1800.0,100.0,1,3,3240.0,2.43,13,17
7216.0,50.3,3.68,2.0,1960.0,98.0,1,3,7216.0,1.25,15,31
2200.0,30.0,2.25,4.8,976.0,40.0,1,3,2200.0,2.43,13,20
7290.0,62.0,4.19,4.0,1737.0,102.2,1,5,5950.0,4.0,131,1
2248.0,42.0,1.26,2.0,1783.0,100.0,1,2,1498.0,2.0,121,46
9060.0,43.0,4.03,4.0,2248.0,102.2,1,5,9060.0,4.0,124,758
9280.0,55.0,4.09,4.8,2268.0,107.0,1,6,9280.0,2.43,14,13
8220.0,100.0,3.67,4.0,2240.0,102.2,1,6,8220.0,4.0,138,35
2498.0,41.66,1.25,2.0,2000.0,100.0,1,3,2498.0,2.0,15,14
2090.0,55.0,1.01,2.0,2078.0,90.0,2,2,2090.0,0.75,95,18
4290.0,52.0,4.0,4.0,1072.0,67.0,1,4,3298.0,4.0,146,27
5380.0,55.0,2.4,4.0,2240.0,68.75,1,4,5380.0,4.0,146,7
9570.0,70.0,3.75,4.0,2554.0,102.2,1,5,9570.0,4.0,124,44
3536.0,54.0,2.55,4.0,1389.0,102.2,1,5,3536.0,4.0,149,191
5390.0,55.0,2.93,4.0,1839.0,102.2,1,5,5390.0,4.0,139,11
2800.0,35.0,1.4,2.0,2000.0,100.0,1,3,2800.0,2.0,121,5
4520.0,52.0,3.87,4.0,1168.0,72.25,1,3,3568.0,4.0,146,1
2400.0,60.0,1.2,2.0,2000.0,100.0,1,2,1200.0,1.25,110,1
6910.0,53.0,2.76,4.0,2500.0,100.44,1,5,6910.0,4.0,151,1
5640.0,56.0,3.31,4.0,1703.0,102.2,1,4,4656.0,4.0,141,2
8160.0,60.0,4.17,4.0,1958.0,74.8,1,5,8160.0,4.0,140,1
3304.0,70.0,2.13,4.0,1550.0,102.2,1,4,3304.0,4.0,149,19
38620.0,38.0,12.56,10.0,3076.0,41.0,1,14,36030.0,10.0,97,1
6900.0,60.0,3.44,4.0,2008.0,100.44,1,5,6900.0,4.0,120,69
6200.0,54.0,2.68,4.0,2310.0,100.44,1,5,6200.0,4.0,151,11
3328.0,52.0,3.1,4.0,1072.0,67.94,1,3,2496.0,4.0,146,41
3456.0,54.0,3.01,4.0,1150.0,71.44,1,4,3456.0,4.0,146,8
3600.0,63.0,2.39,4.0,1506.0,100.44,1,4,3600.0,4.0,142,2
6480.0,78.0,3.34,10.0,1941.0,102.2,1,5,5056.0,10.0,136,1
10080.0,87.0,3.65,10.0,2760.0,102.2,1,4,10080.0,10.0,117,45
4680.0,60.0,2.24,10.0,2092.0,100.44,1,5,4680.0,10.0,138,1
3992.0,80.0,3.03,9.0,1320.0,80.0,1,4,1716.0,9.0,139,1
3976.0,80.0,3.01,9.0,1320.0,80.0,1,4,1976.0,9.0,139,41
1284.0,37.0,0.64,2.0,2000.0,100.0,2,2,1284.0,0.75,95,188
3960.0,80.0,3.0,9.0,1320.0,80.0,1,4,858.0,9.0,139,1
4280.0,60.0,2.84,4.0,1506.0,100.44,1,3,3168.0,4.0,142,6
4790.0,61.0,2.39,4.0,2008.0,100.0,1,5,4344.0,4.0,149,5
5660.0,50.0,2.97,9.0,1908.0,100.44,1,5,5660.0,9.0,151,99
5570.0,60.0,2.81,4.0,1983.0,100.44,1,4,4410.0,4.0,146,4
5096.0,60.0,3.19,2.0,1595.0,79.75,1,4,3496.0,2.0,84,7
10400.0,65.0,2.59,4.0,4016.0,100.44,1,4,10400.0,4.0,97,1553
5492.0,50.0,2.74,4.0,2008.0,100.44,1,4,3992.0,4.0,143,216
6360.0,61.4,3.23,4.0,1966.0,100.44,1,5,5090.0,4.0,147,1899
9300.0,84.0,4.63,4.0,2008.0,100.44,1,6,8190.0,4.0,149,4
4676.0,56.0,2.74,4.0,1707.0,100.44,1,4,2804.0,4.0,124,1
4870.0,68.0,2.43,9.0,2008.0,100.44,1,4,2862.0,9.0,148,17
5910.0,62.0,2.94,4.0,2008.0,100.44,1,5,5910.0,4.0,147,20
4850.0,31.0,1.93,4.0,2510.0,100.44,1,3,4850.0,4.0,124,17
13224.0,51.0,2.63,4.0,5020.0,100.44,1,2,9600.0,4.0,136,9
4750.0,70.0,2.37,4.8,2004.0,100.2,1,3,4750.0,2.43,15,82
5800.0,35.0,2.27,4.0,2554.0,102.2,1,3,3300.0,4.0,129,1
5000.0,80.0,3.64,9.0,1373.0,80.0,1,4,2466.0,9.0,139,11
5740.0,86.0,3.43,4.0,1674.0,100.44,1,4,4440.0,4.0,141,804
3500.0,48.0,3.33,9.0,1050.0,60.0,1,4,1800.0,9.0,149,80
4676.0,56.0,2.74,4.0,1707.0,100.44,1,4,2804.0,4.0,124,2
5270.0,60.0,3.03,9.0,1737.0,102.2,1,5,4330.0,9.0,142,109
7380.0,80.0,3.85,4.0,1916.0,102.2,1,6,7380.0,4.0,148,204
5940.0,30.0,0.82,1.0,7220.0,86.0,1,2,1980.0,0.5,80,85
5550.0,60.0,3.2,4.0,1737.0,102.2,1,4,4380.0,4.0,135,517
5028.0,86.0,3.0,4.0,1674.0,100.44,1,5,5028.0,4.0,141,25
4852.0,55.0,2.37,4.0,2043.0,102.2,1,5,4852.0,4.0,155,432
6800.0,48.0,3.64,9.0,1870.0,55.0,1,4,3400.0,9.0,142,10
1232.0,30.0,0.75,2.0,1633.0,100.0,1,2,1232.0,0.75,90,13
