bldgarea,bldgdepth,builtfar,facilfar,lotarea,lotdepth,numbldgs,numfloors,resarea,residfar,age,count
1772.0,34.0,1.06,2.0,1667.0,100.0,1,2,1158.0,2.0,148,319
2520.0,42.0,1.26,2.0,2000.0,100.0,1,2,1680.0,2.0,148,1
2644.0,45.0,1.69,2.0,1567.0,80.0,1,3,1771.0,2.0,150,2
2400.0,66.0,0.96,1.0,2500.0,100.0,2,2,2400.0,0.5,95,107
3500.0,55.0,2.27,3.0,1540.0,80.0,1,3,1045.0,3.0,97,7
4404.0,54.0,2.04,2.0,2156.0,98.0,1,3,4404.0,2.0,150,10
2200.0,45.0,1.41,2.0,1565.0,97.8,1,2,1440.0,2.0,139,2
2200.0,45.0,1.41,2.0,1565.0,97.8,1,2,1440.0,2.0,139,1
2160.0,45.0,1.38,2.0,1565.0,97.8,1,2,1440.0,2.0,139,3
1772.0,34.0,1.06,2.0,1667.0,100.0,1,2,1158.0,2.0,148,86
1772.0,34.0,1.06,2.0,1667.0,100.0,1,2,1158.0,2.0,149,2
2700.0,45.0,1.4,2.0,1930.0,96.5,1,3,2700.0,2.0,148,155
2180.0,45.0,1.39,2.0,1568.0,98.0,1,2,1440.0,2.0,142,132
3180.0,45.0,1.85,2.0,1723.0,98.0,1,3,2356.0,2.0,144,102
3144.0,45.0,1.82,2.0,1723.0,98.0,1,3,2320.0,2.0,144,11
3168.0,45.0,1.84,2.0,1723.0,98.0,1,3,2320.0,2.0,144,4
3234.0,40.0,1.68,2.0,1930.0,96.5,1,3,2426.0,2.0,147,157
2152.0,55.0,1.42,2.0,1518.0,77.2,1,1,2152.0,2.0,147,138
2400.0,40.0,1.24,2.0,1930.0,96.5,1,3,2400.0,2.0,147,1
3144.0,45.0,1.82,2.0,1723.0,98.0,1,3,2320.0,2.0,144,1
3120.0,40.0,1.59,2.0,1957.0,97.8,1,3,2400.0,2.0,146,1482
3240.0,40.0,1.66,2.0,1957.0,97.8,1,3,2400.0,2.0,146,3
1438.0,45.0,0.84,2.0,1712.0,97.8,1,1,1438.0,2.0,139,325
2500.0,40.0,1.3,2.0,1930.0,96.5,1,3,2500.0,2.0,147,23
3040.0,40.0,1.65,2.0,1842.0,96.5,1,3,2280.0,2.0,147,168
2280.0,40.0,1.24,2.0,1842.0,96.5,1,2,1520.0,2.0,147,2
4464.0,53.0,2.57,2.0,1740.0,98.0,1,4,4464.0,2.0,144,227
3112.0,48.0,1.55,2.0,2003.0,100.2,1,2,2048.0,2.0,112,2
2500.0,40.0,1.28,2.0,1957.0,97.8,1,3,2500.0,2.0,146,524
2280.0,40.0,1.27,2.0,1800.0,90.0,1,2,1480.0,2.0,147,246
3112.0,48.0,1.55,2.0,2003.0,100.2,1,2,2048.0,2.0,112,1453
3140.0,45.0,1.83,2.0,1712.0,97.8,1,3,2296.0,2.0,139,11
3112.0,48.0,1.55,2.0,2003.0,100.2,1,2,2048.0,2.0,112,111
3060.0,40.0,2.25,2.0,1360.0,68.0,1,2,2040.0,2.0,151,6
2280.0,40.0,1.24,2.0,1842.0,96.5,1,2,1520.0,2.0,147,4
3140.0,45.0,1.83,2.0,1712.0,97.8,1,3,2296.0,2.0,139,3
2280.0,40.0,1.24,2.0,1842.0,96.5,1,2,1520.0,2.0,147,40
2280.0,40.0,1.24,2.0,1842.0,96.5,1,2,1520.0,2.0,147,1
3112.0,48.0,1.55,2.0,2003.0,100.2,1,2,2048.0,2.0,112,24
2888.0,45.0,2.14,2.0,1348.0,70.0,1,3,1936.0,2.0,148,7
2888.0,45.0,2.05,2.0,1410.0,73.25,1,3,1936.0,2.0,148,204
2956.0,48.0,1.48,2.0,2003.0,100.2,1,2,1976.0,2.0,117,707
3140.0,45.0,1.83,2.0,1712.0,97.8,1,3,2296.0,2.0,139,15
2956.0,48.0,1.48,2.0,2003.0,100.2,1,2,1976.0,2.0,117,1
2964.0,48.0,1.48,2.0,2003.0,100.2,1,2,1984.0,2.0,117,94
2700.0,45.0,1.4,2.0,1930.0,96.5,1,3,2700.0,2.0,148,166
1280.0,50.66,0.91,2.0,1400.0,100.0,2,2,1280.0,0.75,100,1
2280.0,40.0,1.62,2.0,1406.0,73.7,1,2,1520.0,2.0,147,64
2628.0,45.0,1.46,2.0,1800.0,90.0,1,2,1734.0,2.0,142,1
2970.0,48.0,1.48,2.0,2003.0,100.2,1,2,1990.0,2.0,117,9
3120.0,45.0,1.82,2.0,1712.0,97.8,1,3,2296.0,2.0,137,64
2972.0,48.0,1.48,2.0,2003.0,100.2,1,2,1992.0,2.0,117,21
2948.0,50.0,1.47,2.0,2003.0,100.2,1,2,1956.0,2.0,112,8
2948.0,50.0,1.47,2.0,2003.0,100.2,1,2,1956.0,2.0,112,11
3120.0,45.0,1.82,2.0,1712.0,97.8,1,3,2296.0,2.0,137,184
2940.0,48.0,1.47,2.0,2003.0,100.2,1,2,1960.0,2.0,117,143
2940.0,48.0,1.47,2.0,2003.0,100.2,1,2,1960.0,2.0,117,13
2948.0,50.0,1.47,2.0,2003.0,100.2,1,2,1956.0,2.0,112,1
2948.0,50.0,1.47,2.0,2003.0,100.2,1,2,1956.0,2.0,112,829
2844.0,45.0,1.42,2.0,2003.0,100.2,1,2,1896.0,2.0,114,1
2862.0,45.0,1.43,2.0,2003.0,100.2,1,2,1893.0,2.0,115,92
2948.0,50.0,1.44,2.0,2047.0,102.3,1,2,1956.0,2.0,114,2
2948.0,50.0,1.47,2.0,2003.0,100.2,1,2,1956.0,2.0,120,51
2920.0,45.0,1.87,2.0,1565.0,97.8,1,3,2160.0,2.0,137,4
3276.0,50.0,1.64,2.0,2003.0,100.2,1,2,2120.0,2.0,120,2
4772.0,70.0,2.27,4.8,2100.0,75.0,2,3,3976.0,2.43,120,691
2948.0,50.0,1.5,2.0,1970.0,98.5,1,2,1956.0,2.0,114,3
2948.0,50.0,1.47,2.0,2003.0,100.2,1,2,1956.0,2.0,112,23
2872.0,45.0,1.43,2.0,2003.0,100.2,1,2,1898.0,2.0,122,2
2862.0,45.0,1.43,2.0,2003.0,100.2,1,2,1893.0,2.0,116,1
2920.0,45.0,1.87,2.0,1565.0,97.8,1,3,2160.0,2.0,137,44
2862.0,45.0,1.43,2.0,2003.0,100.2,1,2,1893.0,2.0,116,20
3000.0,48.0,1.5,3.0,2000.0,100.0,1,2,1992.0,3.0,116,9
2872.0,45.0,1.43,2.0,2003.0,100.2,1,2,1898.0,2.0,122,14
1440.0,41.0,0.72,2.0,2000.0,100.0,2,2,1440.0,0.75,100,353
2800.0,45.0,1.4,2.0,2003.0,100.2,1,2,1850.0,2.0,122,1302
2836.0,45.0,1.42,2.0,2003.0,100.2,1,2,1880.0,2.0,118,1210
2876.0,45.0,1.44,2.0,2003.0,100.2,1,2,1908.0,2.0,114,220
2796.0,45.0,1.44,2.0,1937.0,100.2,1,2,1838.0,2.0,123,48
2700.0,45.0,1.35,2.0,2003.0,100.2,1,2,1800.0,2.0,121,45
2836.0,45.0,1.42,2.0,2003.0,100.2,1,2,1880.0,2.0,118,5
2836.0,45.0,1.42,2.0,2003.0,100.2,1,2,1880.0,2.0,118,65
2716.0,45.0,1.38,2.0,1970.0,100.2,1,2,1802.0,2.0,116,9
2852.0,45.0,1.42,2.0,2003.0,100.2,1,2,1892.0,2.0,116,1
1440.0,41.0,0.72,2.0,2000.0,100.0,2,2,1440.0,0.75,100,1
2852.0,45.0,1.42,2.0,2003.0,100.2,1,2,1892.0,2.0,116,91
2636.0,45.0,1.35,2.0,1953.0,100.2,1,2,1758.0,2.0,121,4
2832.0,48.0,1.42,3.0,2000.0,100.0,1,2,1868.0,3.0,115,4
3046.0,54.0,1.52,2.0,2003.0,100.2,1,2,2020.0,2.0,118,274
2952.0,50.0,1.96,3.0,1503.0,75.2,1,3,2952.0,3.0,115,71
2820.0,45.0,1.41,2.0,2003.0,100.2,1,2,1880.0,2.0,117,6
3000.0,48.0,1.5,3.0,2000.0,100.0,1,2,1992.0,3.0,116,123
2852.0,45.0,1.42,2.0,2003.0,100.2,1,2,1892.0,2.0,114,10
2852.0,45.0,1.42,2.0,2003.0,100.2,1,2,1892.0,2.0,114,7
2832.0,48.0,1.42,3.0,2000.0,100.0,1,2,1868.0,3.0,115,8
2820.0,45.0,1.41,2.0,2003.0,100.2,1,2,1880.0,2.0,117,33
3360.0,58.0,1.68,2.0,2003.0,100.2,1,3,3360.0,2.0,120,11
3000.0,48.0,1.5,3.0,2000.0,100.0,1,2,1992.0,3.0,116,34
3004.0,47.0,1.5,2.0,2003.0,100.2,1,2,1992.0,2.0,124,2
2828.0,45.0,1.41,2.0,2003.0,100.2,1,2,1876.0,2.0,110,3
2820.0,45.0,1.41,2.0,2003.0,100.2,1,2,1880.0,2.0,122,1
2820.0,45.0,1.41,2.0,2003.0,100.2,1,2,1880.0,2.0,122,1
2600.0,45.0,1.3,4.0,2003.0,100.2,1,2,1720.0,4.0,128,47
2316.0,45.0,1.22,2.0,1903.0,100.2,1,2,1544.0,2.0,126,150
3004.0,47.0,1.5,2.0,2003.0,100.2,1,2,1992.0,2.0,124,5
3012.0,49.0,1.5,2.0,2003.0,100.2,1,2,2008.0,2.0,117,2
3004.0,47.0,1.5,2.0,2003.0,100.2,1,2,1992.0,2.0,124,308
2820.0,45.0,1.41,2.0,2003.0,100.2,1,2,1880.0,2.0,120,25
2400.0,45.0,1.2,2.0,2003.0,100.2,1,2,1600.0,2.0,125,51
2616.0,45.0,1.31,2.0,2003.0,100.2,1,2,1688.0,2.0,126,2
2280.0,45.0,1.14,2.0,2003.0,100.2,1,2,1520.0,2.0,126,13
3004.0,47.0,1.5,2.0,2003.0,100.2,1,2,1992.0,2.0,124,272
2820.0,45.0,1.41,2.0,2003.0,100.2,1,2,1880.0,2.0,120,41
2820.0,45.0,1.41,2.0,2003.0,100.2,1,2,1880.0,2.0,118,60
3004.0,47.0,1.5,2.0,2003.0,100.2,1,2,1992.0,2.0,124,11
3012.0,49.0,1.5,2.0,2003.0,100.2,1,2,2008.0,2.0,118,291
3106.0,45.0,1.55,2.0,2003.0,100.2,1,2,2023.0,2.0,124,1
2820.0,47.0,1.41,2.0,2003.0,100.2,1,2,1880.0,2.0,125,51
2760.0,47.0,1.38,2.0,2003.0,100.2,1,2,1840.0,2.0,121,1
2640.0,47.0,1.32,2.0,2003.0,100.2,1,2,1760.0,2.0,121,373
2280.0,45.0,1.14,2.0,2003.0,100.2,1,2,1520.0,2.0,126,1
2280.0,45.0,1.14,2.0,2003.0,100.2,1,2,1520.0,2.0,126,35
2280.0,45.0,1.14,2.0,2003.0,100.2,1,2,1520.0,2.0,126,163
2640.0,45.0,1.32,2.0,2003.0,100.2,1,3,1760.0,2.0,126,1
3240.0,56.0,1.47,4.0,2204.0,100.2,1,3,3240.0,4.0,119,1008
2360.0,45.0,1.18,2.0,2003.0,100.2,1,2,1560.0,2.0,126,2
3012.0,49.0,1.5,2.0,2003.0,100.2,1,2,2008.0,2.0,118,58
3032.0,45.0,1.51,4.0,2003.0,100.2,1,2,1936.0,4.0,123,12
2880.0,48.0,1.44,2.0,2003.0,100.2,1,2,1920.0,2.0,122,6
2820.0,45.0,1.41,2.0,2003.0,100.2,1,2,1880.0,2.0,120,2
3012.0,49.0,1.5,2.0,2003.0,100.2,1,2,2008.0,2.0,121,1
2940.0,47.0,1.47,2.0,2003.0,100.2,1,2,1960.0,2.0,125,69
2580.0,41.0,1.29,2.0,2003.0,100.2,1,2,1720.0,2.0,119,29
3004.0,47.0,1.5,2.0,2003.0,100.2,1,2,1992.0,2.0,124,12
3120.0,65.0,2.2,4.0,1418.0,100.2,1,2,2048.0,4.0,116,850
3000.0,48.0,1.46,2.0,2052.0,100.2,1,2,2000.0,2.0,122,2
2640.0,48.0,1.32,2.0,2003.0,100.2,1,2,1760.0,2.0,123,42
2580.0,41.0,1.29,2.0,2003.0,100.2,1,2,1720.0,2.0,119,369
3004.0,47.0,1.5,2.0,2003.0,100.2,1,2,1992.0,2.0,124,135
2880.0,50.0,1.44,2.0,2003.0,100.2,1,2,1920.0,2.0,120,1301
3000.0,52.0,1.5,2.0,2003.0,100.2,1,2,2000.0,2.0,121,4
3188.0,50.0,1.59,2.0,2003.0,100.2,1,2,2074.0,2.0,120,165
2640.0,48.0,1.32,2.0,2003.0,100.2,1,2,1760.0,2.0,123,91
2640.0,48.0,1.32,2.0,2003.0,100.2,1,2,1760.0,2.0,123,710
3680.0,50.0,1.84,2.0,2003.0,100.2,1,3,2760.0,2.0,119,75
13850.0,80.0,3.6,4.0,3844.0,80.06,1,5,10900.0,4.0,106,59
2880.0,50.0,1.44,2.0,2003.0,100.2,1,2,1920.0,2.0,120,11
3360.0,58.0,1.68,2.0,2003.0,100.2,1,2,2240.0,2.0,121,57
2880.0,50.0,1.44,2.0,2003.0,100.2,1,2,1920.0,2.0,120,100
2700.0,45.0,1.35,2.0,2003.0,100.2,1,2,1800.0,2.0,125,121
2820.0,45.0,1.41,2.0,2003.0,100.2,1,2,1880.0,2.0,126,49
2880.0,48.0,1.44,2.0,2003.0,100.2,1,2,1920.0,2.0,126,1
2000.0,50.0,1.11,2.0,1795.0,89.75,1,2,2000.0,1.25,114,23
3000.0,55.0,1.17,2.0,2568.0,102.75,1,2,3000.0,1.25,121,26
2880.0,50.0,1.44,2.0,2003.0,100.2,1,2,1920.0,2.0,123,2
2880.0,50.0,1.44,2.0,2003.0,100.2,1,2,1920.0,2.0,124,16
2880.0,50.0,1.44,2.0,2003.0,100.2,1,2,1920.0,2.0,124,2
2700.0,45.0,1.35,2.0,2003.0,100.2,1,2,1800.0,2.0,125,51
2700.0,45.0,1.35,2.0,2003.0,100.2,1,2,1800.0,2.0,126,7
2640.0,42.0,1.32,2.0,2003.0,100.2,1,2,1776.0,2.0,124,1
3718.0,77.0,1.24,1.0,3000.0,100.0,2,2,3718.0,0.5,95,21
2400.0,45.0,1.2,2.0,2003.0,100.2,1,2,1600.0,2.0,128,77
2880.0,50.0,1.44,2.0,2003.0,100.2,1,3,2880.0,2.0,124,1
2880.0,50.0,1.44,2.0,2003.0,100.2,1,2,1920.0,2.0,124,27
2832.0,42.0,1.41,2.0,2003.0,100.2,1,2,1848.0,2.0,124,1
2592.0,42.0,1.29,2.0,2003.0,100.2,1,2,1728.0,2.0,124,10
2400.0,45.0,1.2,2.0,2003.0,100.2,1,2,1600.0,2.0,128,2
2640.0,42.0,1.32,2.0,2003.0,100.2,1,2,1776.0,2.0,118,13
5188.0,65.0,2.59,2.0,2000.0,100.0,1,4,5188.0,2.0,127,4
2832.0,50.0,1.41,2.0,2003.0,100.2,1,2,1888.0,2.0,33,47
3150.0,45.0,1.57,2.0,2003.0,100.2,1,2,2310.0,2.0,128,2
3074.0,50.0,1.53,2.0,2003.0,100.2,1,2,2009.0,2.0,126,7
3074.0,50.0,1.53,2.0,2003.0,100.2,1,2,2009.0,2.0,126,7
3152.0,50.0,1.57,2.0,2003.0,100.2,1,2,2048.0,2.0,125,1
2814.0,46.0,1.4,2.0,2003.0,100.2,1,2,1876.0,2.0,118,36
2880.0,45.0,2.25,2.0,1280.0,80.0,1,3,2880.0,2.0,145,2
2992.0,60.0,1.6,2.0,1867.0,100.0,1,3,2992.0,2.0,127,46
2116.0,40.0,2.04,2.0,1035.0,62.1,1,3,2116.0,2.0,140,6
2084.0,40.0,2.01,2.0,1035.0,62.1,1,3,2084.0,2.0,140,3
2088.0,40.0,2.01,2.0,1040.0,62.4,1,3,2088.0,2.0,140,2
2700.0,45.0,1.35,2.0,2003.0,100.2,1,2,1800.0,2.0,125,1
1635.0,40.0,1.04,2.0,1567.0,100.0,1,2,1128.0,1.35,75,2
2304.0,52.0,1.31,2.0,1758.0,100.0,1,3,2304.0,2.0,131,3
2304.0,52.0,1.3,2.0,1775.0,100.0,1,3,2304.0,2.0,131,1
2720.0,40.0,1.68,2.0,1620.0,81.0,1,3,2040.0,2.0,151,413
2280.0,38.0,1.41,2.0,1620.0,81.0,1,3,2280.0,2.0,150,100
3784.0,47.0,1.89,2.0,2000.0,100.0,1,3,3784.0,2.0,137,1
2608.0,50.0,1.55,2.0,1683.0,100.0,1,3,1944.0,2.0,141,15
2608.0,50.0,1.58,2.0,1650.0,100.0,1,3,1944.0,2.0,141,70
2960.0,40.0,1.48,2.0,2000.0,100.0,1,3,2160.0,2.0,140,46
2880.0,50.0,1.73,2.0,1667.0,100.0,1,3,2160.0,2.0,140,2
6360.0,65.0,2.54,2.0,2500.0,100.0,1,4,6360.0,2.0,137,1
7652.0,75.0,2.59,2.0,2950.0,100.0,1,4,7652.0,2.0,131,3
3516.0,50.0,2.11,2.0,1667.0,100.0,1,3,2622.0,2.0,143,24
3040.0,40.0,2.01,2.0,1509.0,80.5,1,3,2280.0,2.0,151,34
4060.0,45.0,2.03,2.0,2000.0,100.0,1,3,3030.0,2.0,140,117
2592.0,40.0,1.72,2.0,1506.0,80.3,1,3,1890.0,2.0,151,17
6950.0,88.0,3.32,10.0,2096.0,97.0,1,4,5050.0,10.0,82,8
3760.0,47.0,1.88,2.0,2000.0,100.0,1,3,3760.0,2.0,140,8
4160.0,45.0,2.08,2.0,2000.0,100.0,1,3,3080.0,2.0,148,15
3360.0,42.0,1.78,2.0,1892.0,94.56,1,3,3360.0,2.0,140,27
2776.0,45.0,1.39,2.0,2000.0,100.0,1,3,1851.0,2.0,137,23
3396.0,42.0,1.79,2.0,1892.0,94.56,1,3,2556.0,2.0,140,1992
3600.0,45.0,2.0,3.0,1800.0,90.0,1,3,3600.0,3.0,141,5
2208.0,45.0,1.32,2.0,1675.0,100.0,1,2,1464.0,2.0,134,842
4510.0,45.0,1.8,3.0,2500.0,100.0,1,3,3300.0,3.0,140,635
2760.0,45.0,1.38,2.0,2000.0,100.0,1,2,1830.0,2.0,140,4
4170.0,47.0,2.32,2.0,1800.0,90.0,1,3,3108.0,2.0,144,1
5190.0,47.0,2.88,2.0,1800.0,90.0,1,4,4132.0,2.0,144,205
3600.0,45.0,2.13,2.0,1692.0,84.56,1,3,3600.0,2.0,149,4
3600.0,45.0,1.8,2.0,2000.0,100.0,1,3,2700.0,2.0,145,656
3600.0,45.0,1.8,2.0,2000.0,100.0,1,3,2700.0,2.0,148,19
3600.0,45.0,1.8,2.0,2000.0,100.0,1,3,2700.0,2.0,148,3
3200.0,40.0,1.6,2.0,2000.0,100.0,1,3,2400.0,2.0,141,2
3200.0,40.0,1.6,2.0,2000.0,100.0,1,3,2400.0,2.0,141,582
3200.0,40.0,1.6,2.0,2000.0,100.0,1,3,2400.0,2.0,141,1
3464.0,55.0,2.08,2.0,1667.0,100.0,1,3,2452.0,2.0,140,6
4200.0,45.0,2.48,2.0,1692.0,84.56,1,3,3000.0,2.0,149,17
3726.0,45.0,2.2,2.0,1692.0,84.56,1,3,2764.0,2.0,150,4
3600.0,45.0,1.8,2.0,2000.0,100.0,1,3,3600.0,2.0,148,1
3600.0,45.0,1.8,2.0,2000.0,100.0,1,3,2700.0,2.0,148,352
3600.0,45.0,1.8,2.0,2000.0,100.0,1,3,2700.0,2.0,140,3
4500.0,45.0,2.25,2.0,2000.0,100.0,1,5,4500.0,2.0,148,359
700.0,20.0,0.8,2.0,875.0,50.0,1,2,350.0,2.0,140,2
4800.0,60.0,2.4,2.0,2000.0,100.0,1,4,4800.0,2.0,138,251
3960.0,50.0,1.82,3.0,2172.0,110.44,1,3,3960.0,3.0,147,72
3760.0,47.0,1.88,2.0,2000.0,100.0,1,3,3760.0,2.0,158,1
3640.0,45.0,1.82,2.0,2000.0,100.0,1,3,2720.0,2.0,146,1
3500.0,48.0,1.92,2.0,1825.0,100.0,1,3,2624.0,2.0,137,55
4896.0,50.0,2.22,3.0,2200.0,100.0,1,4,4896.0,3.0,139,18
3600.0,45.0,1.8,2.0,2000.0,100.0,1,3,2700.0,2.0,140,8
3416.0,46.0,1.86,2.0,1833.0,100.0,1,3,2572.0,2.0,133,16
3510.0,48.0,1.74,2.0,2013.0,110.8,1,3,3510.0,2.0,137,6
3600.0,45.0,1.8,2.0,2000.0,100.0,1,3,2700.0,2.0,146,67
3648.0,45.0,1.95,2.0,1875.0,100.0,1,3,2736.0,2.0,139,44
4350.0,50.0,2.07,2.0,2100.0,100.0,1,3,3246.0,2.0,136,1628
3740.0,50.0,1.87,2.0,2000.0,100.0,1,3,2804.0,2.0,133,43
3780.0,50.0,2.02,2.0,1875.0,100.0,1,3,3780.0,2.0,133,9
3396.0,46.0,1.95,2.0,1742.0,100.0,1,3,2548.0,2.0,133,1
2960.0,46.0,1.7,2.0,1742.0,100.0,1,3,2220.0,2.0,133,1
3952.0,45.0,2.11,2.0,1875.0,100.0,1,3,2964.0,2.0,139,16
4332.0,50.0,2.06,2.0,2100.0,100.0,1,3,3232.0,2.0,136,4
3944.0,50.0,1.97,2.0,1998.0,102.0,1,3,2886.0,2.0,128,45
12560.0,51.0,7.88,15.0,1594.0,51.1,1,8,11060.0,10.0,120,5
4532.0,50.0,1.81,3.0,2504.0,110.44,1,4,2046.0,3.0,145,57
4560.0,50.0,2.24,3.0,2040.0,90.0,1,3,4560.0,3.0,145,1
4480.0,50.0,2.04,2.0,2200.0,100.0,1,3,3360.0,2.0,145,3
3516.0,50.0,2.11,2.0,1667.0,100.0,1,3,2622.0,2.0,143,158
3760.0,47.0,1.88,2.0,2000.0,100.0,1,3,2820.0,2.0,158,2
4700.0,47.0,1.4,2.0,3364.0,134.5,1,3,4700.0,2.0,139,1
3900.0,48.0,1.42,2.0,2736.0,134.6,1,3,2924.0,2.0,134,9
4290.0,50.0,2.19,2.0,1955.0,97.75,1,3,3104.0,2.0,128,1
3400.0,50.0,2.04,2.0,1667.0,100.0,1,3,2550.0,2.0,143,10
4130.0,50.0,2.23,2.0,1853.0,92.7,1,3,3024.0,2.0,128,1
3580.0,40.0,1.28,2.0,2804.0,140.2,1,2,2684.0,2.0,140,3
3420.0,45.0,2.14,2.0,1599.0,82.0,1,3,2564.0,2.0,131,1
3528.0,45.0,2.21,2.0,1599.0,82.0,1,3,3528.0,2.0,131,15
4130.0,50.0,2.25,2.0,1835.0,91.75,1,3,3024.0,2.0,128,1
2080.0,62.0,0.87,2.0,2400.0,100.0,1,2,2080.0,1.25,100,4
4000.0,48.0,1.49,2.0,2692.0,134.6,1,3,3000.0,2.0,134,2
3200.0,46.0,1.34,2.0,2388.0,142.6,1,3,2400.0,2.0,140,11
3240.0,45.0,1.8,2.0,1800.0,100.0,1,3,2430.0,2.0,131,6
1720.0,40.0,0.6,2.0,2858.0,100.0,2,2,1720.0,1.25,100,6
3600.0,45.0,1.94,3.0,1858.0,92.5,1,3,2700.0,3.0,146,4
7084.0,85.0,3.4,2.0,2084.0,100.0,1,4,7084.0,2.0,132,1
3200.0,46.0,1.39,2.0,2304.0,141.0,1,3,2400.0,2.0,145,7
3200.0,46.0,1.36,2.0,2348.0,140.9,1,3,2400.0,2.0,145,4
3060.0,45.0,1.76,2.0,1742.0,100.0,1,3,2296.0,2.0,131,78
3840.0,48.0,1.92,2.0,2000.0,100.0,1,3,2880.0,2.0,135,8
3600.0,45.0,1.8,2.0,2000.0,100.0,1,3,3600.0,2.0,142,58
5040.0,63.0,2.52,2.0,2000.0,100.0,1,4,5040.0,2.0,127,4
3378.0,45.0,2.03,2.0,1667.0,100.0,1,3,2534.0,2.0,135,1
2592.0,48.0,1.51,3.0,1718.0,95.0,1,3,2592.0,3.0,129,40
5544.0,66.0,2.56,2.0,2168.0,100.0,1,3,4160.0,2.0,138,17
2712.0,48.0,1.58,2.0,1718.0,95.0,1,3,2712.0,2.0,129,7
3600.0,45.0,1.89,2.0,1900.0,95.0,1,3,3600.0,2.0,140,2
2640.0,66.5,0.86,2.0,3072.0,120.5,2,2,2640.0,1.25,95,4
4012.0,57.0,2.48,3.0,1617.0,77.0,1,3,2674.0,3.0,135,32
1616.0,55.0,0.68,2.0,2370.0,120.5,1,2,1616.0,1.25,120,133
3378.0,45.0,2.03,2.0,1667.0,100.0,1,3,2534.0,2.0,135,12
3378.0,45.0,2.03,2.0,1667.0,100.0,1,3,2534.0,2.0,132,56
3600.0,45.0,1.89,2.0,1900.0,95.0,1,3,3600.0,2.0,151,91
6000.0,64.0,2.45,3.0,2446.0,97.8,1,4,4500.0,3.0,127,5
4000.0,50.0,2.5,3.0,1600.0,80.0,1,4,3000.0,3.0,134,887
4320.0,50.0,2.73,3.0,1580.0,79.0,1,4,4320.0,3.0,130,340
3600.0,45.0,1.73,2.0,2084.0,100.0,1,3,2700.0,2.0,146,190
2660.0,45.0,1.49,2.0,1781.0,95.0,1,3,2280.0,2.0,137,189
4990.0,66.0,2.34,2.0,2132.0,100.0,1,3,4990.0,2.0,138,253
3360.0,45.0,1.77,2.0,1900.0,95.0,1,3,2520.0,2.0,139,597
4276.0,53.0,2.69,3.0,1587.0,80.0,1,4,4276.0,3.0,131,1
3340.0,50.0,2.27,3.0,1469.0,76.0,1,3,2572.0,3.0,133,1372
1890.0,35.0,1.05,2.0,1800.0,100.0,2,2,1260.0,0.75,90,1299
1890.0,35.0,1.05,2.0,1800.0,100.0,2,2,1260.0,0.75,90,56
3360.0,45.0,1.77,2.0,1900.0,95.0,1,3,2520.0,2.0,139,23
3600.0,45.0,1.89,2.0,1900.0,95.0,1,3,3600.0,2.0,139,2
2900.0,50.0,1.97,3.0,1469.0,76.0,1,3,2900.0,3.0,133,10
3744.0,45.0,1.87,3.0,2000.0,100.0,1,3,2796.0,3.0,139,2
3060.0,45.0,1.96,3.0,1564.0,92.0,1,3,3060.0,3.0,141,11
2048.0,64.0,0.59,2.0,3500.0,100.0,2,2,2048.0,0.75,95,189
3940.0,45.0,1.81,3.0,2176.0,100.0,1,3,3940.0,3.0,145,1
11160.0,85.0,2.79,3.0,4000.0,100.0,1,4,11160.0,3.0,114,1
4450.0,55.0,3.0,3.0,1482.0,76.0,1,4,3300.0,3.0,133,55
3728.0,44.34,1.74,3.0,2142.0,100.0,1,3,3728.0,3.0,145,1
1856.0,58.0,0.85,2.0,2184.0,100.0,2,2,1856.0,0.75,100,1765
3554.0,45.0,2.05,3.0,1735.0,87.8,1,3,1778.0,3.0,134,3
4940.0,48.0,2.75,3.0,1800.0,90.0,1,4,3500.0,3.0,140,624
3600.0,45.0,1.8,3.0,2000.0,100.0,1,3,3600.0,3.0,139,6
5644.0,50.0,2.69,3.0,2100.0,100.0,1,4,5644.0,3.0,148,6
4650.0,50.0,2.06,3.0,2258.0,100.0,1,3,4650.0,3.0,138,5
4320.0,50.0,2.06,3.0,2100.0,100.0,1,3,4320.0,3.0,144,80
3984.0,48.0,2.21,3.0,1800.0,90.0,1,3,2952.0,3.0,140,804
3840.0,48.0,2.13,3.0,1800.0,90.0,1,3,2880.0,3.0,140,1760
3824.0,45.0,1.91,3.0,2000.0,100.0,1,3,2836.0,3.0,139,554
3600.0,45.0,1.8,3.0,2000.0,100.0,1,3,3600.0,3.0,139,6
2666.0,45.0,1.54,3.0,1735.0,87.8,1,3,1778.0,3.0,134,3
3792.0,45.0,1.9,3.0,2000.0,100.0,1,3,2820.0,3.0,139,3667
4296.0,50.0,2.05,3.0,2100.0,100.0,1,3,3222.0,3.0,144,9
4296.0,50.0,2.15,3.0,2000.0,100.0,1,3,3222.0,3.0,138,642
3894.0,45.0,1.85,3.0,2100.0,100.0,1,3,3894.0,3.0,138,1
3876.0,45.0,1.85,3.0,2100.0,100.0,1,3,2908.0,3.0,138,1
4020.0,49.0,2.01,3.0,2000.0,100.0,1,3,4020.0,3.0,137,1
4200.0,60.0,2.63,3.0,1600.0,80.0,1,4,3000.0,3.0,133,148
4196.0,49.0,2.1,3.0,2000.0,100.0,1,3,3172.0,3.0,137,1
3668.0,47.0,2.04,3.0,1800.0,100.0,1,3,2752.0,3.0,136,1
